year,state_name,ac_name,total_electors,total_valid_votes,turnout,margin,num_candidates,winner_vote_share,turnout_change,avg_turnout,turnout_volatility,low_turnout_score,negative_trend_score,volatility_score,large_electorate_penalty,priority_score
2014,Maharashtra,Nashik Central,309633,160710,51.9,28272,13,38.3,5.3799999999999955,49.00666666666667,2.712956566798171,0.6244468047442024,0.0,0.05039443535500232,0.22200733932395456,0.28205834290107695
2019,Maharashtra,Nashik Central,319566,155311,48.6,28398,11,47.3,-3.299999999999997,49.00666666666667,2.712956566798171,0.6244468047442024,0.03475879502843898,0.05039443535500232,0.22919674398247994,0.29320492187546116
2009,Maharashtra,Nashik East,287308,139372,48.51,18735,15,34.39,,50.669999999999995,2.046484791050252,0.6023632501327669,0.0,0.03801441083492648,0.19856889257181076,0.26840507147727316
2014,Maharashtra,Nashik East,317898,167148,52.58,46374,15,47.23,4.07,50.669999999999995,2.046484791050252,0.6023632501327669,0.0,0.03801441083492648,0.219926617581908,0.2705408439782829
2019,Maharashtra,Nashik East,355502,181019,50.92,64208,13,47.68,-1.6599999999999966,50.669999999999995,2.046484791050252,0.6023632501327669,0.01748472719612383,0.03801441083492648,0.2461814685554188,0.2784117472344711
2009,Maharashtra,Nashik West,303445,150889,49.73,24738,17,35.03,,54.38666666666666,4.605869443800308,0.5530182333156312,0.0,0.08555617615843784,0.19264610077463482,0.2575831386354035
2014,Maharashtra,Nashik West,335649,197820,58.94,29670,11,34.12,9.21,54.38666666666666,4.605869443800308,0.5530182333156312,0.0,0.08555617615843784,0.21328879188615152,0.2596474077465552
2019,Maharashtra,Nashik West,401795,218939,54.49,42794,20,35.65,-4.449999999999996,54.38666666666666,4.605869443800308,0.5530182333156312,0.046871708447440444,0.08555617615843784,0.2556882281755064,0.2779488639097228
2009,Maharashtra,Nawapur,231811,176324,76.06,62171,8,42.94,,75.33333333333333,0.8764321612842254,0.2749159143211187,0.0,0.016280136746534453,0.07294172004217268,0.12051656508197166
2014,Maharashtra,Nawapur,266023,197826,74.36,60743,12,47.41,-1.7000000000000028,75.33333333333333,0.8764321612842254,0.2749159143211187,0.01790604592374134,0.016280136746534453,0.08384344924260262,0.12697855177913706
2019,Maharashtra,Nawapur,287977,217663,75.58,52570,11,34.3,1.2199999999999989,75.33333333333333,0.8764321612842254,0.2749159143211187,0.0,0.016280136746534453,0.09083913972741024,0.12230630705049542
2009,Maharashtra,Nevasa,222401,171003,76.89,64777,8,53.47,,77.26333333333334,2.9676646261552793,0.24929191007257911,0.0,0.05512575652274912,0.06342402791227186,0.11708431812480867
2014,Maharashtra,Nevasa,239201,178209,74.5,75145,11,47.46,-2.3900000000000006,77.26333333333334,2.9676646261552793,0.24929191007257911,0.025173793975142203,0.05512575652274912,0.06827841621337014,0.12512189514746117
2019,Maharashtra,Nevasa,263158,211582,80.4,84234,18,55.27,5.900000000000006,77.26333333333334,2.9676646261552793,0.24929191007257911,0.0,0.05512575652274912,0.07520083172107318,0.1182619985056888
2009,Maharashtra,Nilanga,266845,183150,68.64,60448,16,42.73,,66.21,3.4114366475137654,0.3960435475305364,0.0,0.06336902908980775,0.12116211489680312,0.18320743631985642
2014,Maharashtra,Nilanga,286012,193585,67.68,31631,15,39.68,-0.9599999999999937,66.21,3.4114366475137654,0.3960435475305364,0.010111649462818556,0.06336902908980775,0.1299607261630597,0.18712079228532766
2019,Maharashtra,Nilanga,316690,197318,62.31,35374,11,49.32,-5.3700000000000045,66.21,3.4114366475137654,0.3960435475305364,0.056562039182641716,0.06336902908980775,0.14404346192902304,0.20246418277787093
2009,Maharashtra,Niphad,230305,160669,69.76,51463,8,56.06,,72.87,2.7892113580723854,0.3076208178438661,0.0,0.051810903718855585,0.08108212799423352,0.14151872068074092
2014,Maharashtra,Niphad,247595,182476,73.7,56234,7,42.85,3.9399999999999977,72.87,2.7892113580723854,0.3076208178438661,0.0,0.051810903718855585,0.08724705248014297,0.14213521312933186
2019,Maharashtra,Niphad,271802,204262,75.15,54640,7,47.17,1.4500000000000028,72.87,2.7892113580723854,0.3076208178438661,0.0,0.051810903718855585,0.09587830332053687,0.14299833821337124
2009,Maharashtra,Osmanabad,296247,200103,67.55,80003,21,50.33,,64.94666666666667,3.3258131837692377,0.412816427686316,0.0,0.06177853325904055,0.14036206409161792,0.1915184841354963
2014,Maharashtra,Osmanabad,327533,216462,66.09,51582,20,40.87,-1.4599999999999937,64.94666666666667,3.3258131837692377,0.412816427686316,0.01537813355803659,0.06177853325904055,0.15533214190895245,0.19762893198464074
2019,Maharashtra,Osmanabad,353647,216418,61.2,53451,12,40.43,-4.890000000000001,64.94666666666667,3.3258131837692377,0.412816427686316,0.051506214451232366,0.06177853325904055,0.16782746288708555,0.20971688835041277
2009,Maharashtra,Ovala - Majiwada,310341,145342,46.83,25171,19,36.03,,46.74666666666667,3.645714379011792,0.6544521154186581,0.0,0.06772084737528354,0.23321208676477898,0.2986462243189979
2014,Maharashtra,Ovala - Majiwada,370547,186579,50.35,36979,13,36.75,3.520000000000003,46.74666666666667,3.645714379011792,0.6544521154186581,0.0,0.06772084737528354,0.2788824741799576,0.30321326306051577
2019,Maharashtra,Ovala - Majiwada,449717,193669,43.06,84008,15,60.72,-7.289999999999999,46.74666666666667,3.645714379011792,0.6544521154186581,0.07678533810827891,0.06772084737528354,0.33893835850477066,0.3322544529254807
2009,Maharashtra,Pachora,252303,162670,64.47,70898,12,49.0,,64.73666666666666,1.045817064946513,0.41560453177553547,0.0,0.01942654044580071,0.12014121725315073,0.18214124252468944
2014,Maharashtra,Pachora,287812,189644,65.89,38345,9,46.15,1.4200000000000017,64.73666666666666,1.045817064946513,0.41560453177553547,0.0,0.01942654044580071,0.13724671680784872,0.18385179248015923
2019,Maharashtra,Pachora,315444,201417,63.85,41747,8,37.58,-2.039999999999999,64.73666666666666,1.045817064946513,0.41560453177553547,0.021487255108489565,0.01942654044580071,0.15055768483554355,0.1916290658154756
2009,Maharashtra,Paithan,230197,159028,69.08,25739,12,40.36,,71.87333333333333,2.529749658233666,0.3208532483625419,0.0,0.04699128145890435,0.08452974268216513,0.14619252990501416
2014,Maharashtra,Paithan,262167,194042,74.01,25039,19,34.52,4.930000000000007,71.87333333333333,2.529749658233666,0.3208532483625419,0.0,0.04699128145890435,0.09641931197619892,0.14738148683441754
2019,Maharashtra,Paithan,294058,213269,72.53,48610,16,39.11,-1.480000000000004,71.87333333333333,2.529749658233666,0.3208532483625419,0.015588792921845418,0.04699128145890435,0.10827950135236504,0.1532441436485878
2009,Maharashtra,Palghar,235982,133165,56.43,26123,8,41.8,,59.355000000000004,9.523159489721186,0.4870552310143387,0.0,0.17689713545489064,0.13158201734271735,0.24335972123098534
2014,Maharashtra,Palghar,241079,164116,68.08,18765,8,28.12,11.649999999999999,59.355000000000004,9.523159489721186,0.4870552310143387,0.0,0.17689713545489064,0.13445948129210694,0.2436474676259243
2016,Maharashtra,Palghar,241079,158373,65.69,31916,5,42.39,-2.3900000000000006,59.355000000000004,9.523159489721186,0.4870552310143387,0.025173793975142203,0.17689713545489064,0.13445948129210694,0.25119960581846695
2019,Maharashtra,Palghar,274026,129392,47.22,40305,6,52.58,-18.47,59.355000000000004,9.523159489721186,0.4870552310143387,0.1945439224773541,0.17689713545489064,0.15305940374463575,0.3038706366143834
2009,Maharashtra,Palus-Kadegaon,233259,181949,78.0,69122,7,58.37,,78.02666666666666,3.920068026620618,0.2391573729863693,0.0,0.07281709452057027,0.06385552254577256,0.11661192035323903
2014,Maharashtra,Palus-Kadegaon,254502,208584,81.96,86281,11,53.95,3.9599999999999937,78.02666666666666,3.920068026620618,0.2391573729863693,0.0,0.07281709452057027,0.06974418511198492,0.11720078660986027
2019,Maharashtra,Palus-Kadegaon,278629,206517,74.12,150866,10,83.04,-7.839999999999989,78.02666666666666,3.920068026620618,0.2391573729863693,0.08257847061301864,0.07281709452057027,0.07643230645713417,0.1426431399282808
2009,Maharashtra,Pandharpur,274527,188725,68.75,65448,10,56.24,,72.04,3.4725062994903237,0.3186404673393519,0.0,0.06450342639876183,0.1003193056358613,0.15038880277907923
2014,Maharashtra,Pandharpur,302914,229213,75.67,42040,20,40.08,6.920000000000002,72.04,3.4725062994903237,0.3186404673393519,0.0,0.06450342639876183,0.11080355818106252,0.15143722803359938
2019,Maharashtra,Pandharpur,334120,239558,71.7,46892,21,37.48,-3.969999999999999,72.04,3.4725062994903237,0.3186404673393519,0.04181588371603117,0.06450342639876183,0.12232896012299191,0.16513453334260164
2009,Maharashtra,Panvel,266533,164258,61.63,58892,14,49.11,,60.923333333333325,6.339608294944832,0.4662329615861216,0.0,0.11776118508697135,0.14246664653326432,0.22429208630516936
2014,Maharashtra,Panvel,423716,283372,66.88,93974,14,44.16,5.249999999999993,60.923333333333325,6.339608294944832,0.4662329615861216,0.0,0.11776118508697135,0.22740925490350464,0.23278634714219337
2019,Maharashtra,Panvel,557513,302481,54.26,92730,11,59.21,-12.619999999999997,60.923333333333325,6.339608294944832,0.4662329615861216,0.1329260585633031,0.11776118508697135,0.29971393271289265,0.27989463249212315
2009,Maharashtra,Paranda,268195,179656,66.99,68877,16,46.44,,67.37333333333333,0.815618374813451,0.38059833598867043,0.0,0.015150492258856098,0.11703249062038,0.16697268190927742
2014,Maharashtra,Paranda,294998,197108,66.82,29564,10,39.85,-0.1700000000000017,67.37333333333333,0.815618374813451,0.38059833598867043,0.001790604592374149,0.015150492258856098,0.1288565700128134,0.16869227122623298
2019,Maharashtra,Paranda,314711,214966,68.31,45833,11,49.62,1.490000000000009,67.37333333333333,0.815618374813451,0.38059833598867043,0.0,0.015150492258856098,0.13755291284992266,0.16902472413223166
2009,Maharashtra,Parbhani,268357,162647,60.61,20523,12,40.59,,63.9,3.9982621224727115,0.4267126925119491,0.0,0.0742695863727387,0.1312925987085126,0.19866825415017864
2014,Maharashtra,Parbhani,278377,190267,68.35,30676,25,37.62,7.739999999999995,63.9,3.9982621224727115,0.4267126925119491,0.0,0.0742695863727387,0.13624847353026748,0.19916384163235412
2019,Maharashtra,Parbhani,306460,192260,62.74,81790,16,54.4,-5.609999999999992,63.9,3.9982621224727115,0.4267126925119491,0.059089951548346245,0.0742695863727387,0.15013827718489245,0.2182798074623205
2009,Maharashtra,Parli,254178,167176,65.77,56498,10,57.56,,70.04666666666667,3.8198996496417803,0.3451053283767037,0.0,0.07095642013305764,0.1005116178835113,0.16228457716564415
2014,Maharashtra,Parli,274439,195534,71.25,56063,18,49.56,5.480000000000004,70.04666666666667,3.8198996496417803,0.3451053283767037,0.0,0.07095642013305764,0.10861618059170165,0.16309503343646317
2019,Maharashtra,Parli,306710,224272,73.12,86700,17,54.45,1.8700000000000045,70.04666666666667,3.8198996496417803,0.3451053283767037,0.0,0.07095642013305764,0.12152483974751878,0.1643858993520449
2009,Maharashtra,Parner,263287,167751,63.71,27023,15,45.03,,67.48666666666666,3.439714135409121,0.3790936448929013,0.0,0.0638942966348854,0.11441321146449629,0.17585763843058727
2014,Maharashtra,Parner,295044,201540,68.31,27422,14,36.35,4.600000000000001,67.48666666666666,3.439714135409121,0.3790936448929013,0.0,0.0638942966348854,0.12836734962435317,0.17725305224657295
2019,Maharashtra,Parner,322054,226856,70.44,77626,7,61.7,2.1299999999999955,67.48666666666666,3.439714135409121,0.3790936448929013,0.0,0.0638942966348854,0.14023563918878726,0.17843988120301635
2009,Maharashtra,Partur,243336,166014,68.22,11502,11,25.72,,69.06333333333333,1.0504443504219216,0.3581607364135244,0.0,0.01951249443474895,0.09981304135559771,0.15714809758791934
2014,Maharashtra,Partur,267549,187915,70.24,14139,12,24.98,2.019999999999996,69.06333333333333,1.0504443504219216,0.3581607364135244,0.0,0.01951249443474895,0.10986483633439874,0.15815327708579943
2019,Maharashtra,Partur,296299,203633,68.73,71763,15,52.21,-1.509999999999991,69.06333333333333,1.0504443504219216,0.3581607364135244,0.015904781967558363,0.01951249443474895,0.12180012339674248,0.16411824038230133
2009,Maharashtra,Parvati,340343,154679,45.45,26473,21,42.0,,50.10333333333333,5.259708483683609,0.6098867056116126,0.0,0.09770154170952118,0.2385401497716326,0.28734900556371257
2014,Maharashtra,Parvati,340050,189766,55.81,69090,14,50.37,10.36,50.10333333333333,5.259708483683609,0.6098867056116126,0.0,0.09770154170952118,0.23833302414631044,0.28732829300118035
2019,Maharashtra,Parvati,354339,173792,49.05,52511,12,55.82,-6.760000000000005,50.10333333333333,5.259708483683609,0.6098867056116126,0.07120286496734786,0.09770154170952118,0.2484341096761006,0.3096992610443637
2009,Maharashtra,Patan,247921,182600,73.65,85276,7,48.15,,71.69,3.2401851798932704,0.3232873074880509,0.0,0.06018795309321132,0.0918125221314266,0.1505337658270053
2014,Maharashtra,Patan,281188,206589,73.47,77953,15,50.54,-0.18000000000000682,71.69,3.2401851798932704,0.3232873074880509,0.0018959342742785636,0.06018795309321132,0.10427829868467052,0.15234912376461326
2019,Maharashtra,Patan,300692,204312,67.95,90544,10,52.01,-5.519999999999996,71.69,3.2401851798932704,0.3232873074880509,0.058141984411207034,0.06018795309321132,0.11158681781457312,0.16995379071868208
2009,Maharashtra,Pathri,297910,192115,64.49,71556,16,46.36,,67.13333333333333,2.8365530725395067,0.38378474066206414,0.0,0.05269029817673443,0.1312307460176609,0.17717503050193864
2014,Maharashtra,Pathri,333594,233965,70.13,29891,18,29.53,5.640000000000001,67.13333333333333,2.8365530725395067,0.38378474066206414,0.0,0.05269029817673443,0.1471044500809485,0.1787624009082674
2019,Maharashtra,Pathri,353895,236330,66.78,69107,11,44.69,-3.3499999999999943,67.13333333333333,2.8365530725395067,0.38378474066206414,0.03528544343796076,0.05269029817673443,0.15613516598131844,0.19025110552969263
2009,Maharashtra,Pen,244673,177725,72.64,45350,12,34.19,,71.92,0.6274551776820363,0.3202336696760487,0.0,0.011655272987719468,0.08973970796029031,0.13939849326399242
2014,Maharashtra,Pen,282621,202437,71.63,32864,11,31.92,-1.0100000000000051,71.92,0.6274551776820363,0.3202336696760487,0.010638297872340479,0.011655272987719468,0.10382522941952245,0.14399853477161778
2019,Maharashtra,Pen,302036,215926,71.49,85856,15,52.05,-0.14000000000000057,71.92,0.6274551776820363,0.3202336696760487,0.001474615546661055,0.011655272987719468,0.11103168032947798,0.14197007516490953
2009,Maharashtra,Phaltan,274690,152287,55.44,39914,21,46.95,,61.92666666666667,5.6291414383841305,0.45291201982651796,0.0,0.10456393139224106,0.14267831577378512,0.21634542578643393
2014,Maharashtra,Phaltan,306204,200657,65.53,34813,14,46.3,10.090000000000003,61.92666666666667,5.6291414383841305,0.45291201982651796,0.0,0.10456393139224106,0.15922208345606112,0.21799980255466153
2019,Maharashtra,Phaltan,332673,215604,64.81,81176,12,54.55,-0.7199999999999989,61.92666666666667,5.6291414383841305,0.45291201982651796,0.007583737097113955,0.10456393139224106,0.17311739940396248,0.22166445527858586
2009,Maharashtra,Phulambri,249538,165868,66.47,44937,16,38.12,,69.79666666666667,3.2857926491690526,0.3484244999114887,0.0,0.061035133136656025,0.09960443526967394,0.1615372701188941
2014,Maharashtra,Phulambri,287355,209896,73.04,37724,13,34.92,6.570000000000007,69.79666666666667,3.2857926491690526,0.3484244999114887,0.0,0.061035133136656025,0.114877029188571,0.1630645295107838
2019,Maharashtra,Phulambri,326352,228054,69.88,75664,14,46.56,-3.160000000000011,69.79666666666667,3.2857926491690526,0.3484244999114887,0.03328417948177808,0.061035133136656025,0.13062617230027285,0.1746246976664874
2009,Maharashtra,Pimpri,344485,146461,42.52,40388,17,41.69,,46.31666666666666,3.845911248759298,0.6601610904584883,0.0,0.07143959773576988,0.26137297123359704,0.304489652853909
2014,Maharashtra,Pimpri,382718,176902,46.22,36266,23,28.88,3.6999999999999957,46.31666666666666,3.845911248759298,0.6601610904584883,0.0,0.07143959773576988,0.2906283244563293,0.3074151881761822
2019,Maharashtra,Pimpri,353688,177595,50.21,53496,19,48.98,3.990000000000002,46.31666666666666,3.845911248759298,0.6601610904584883,0.0,0.07143959773576988,0.26841497724172625,0.3051938534547219
2009,Maharashtra,Pune Cantonment,318346,114386,35.93,37325,20,57.38,,42.193333333333335,5.745696940609842,0.7149052929722075,0.0,0.10672900428506502,0.2613876568836472,0.33344668373426073
2014,Maharashtra,Pune Cantonment,292125,137932,47.22,23229,15,39.65,11.29,42.193333333333335,5.745696940609842,0.7149052929722075,0.0,0.10672900428506502,0.23965990423451958,0.331273908469348
2019,Maharashtra,Pune Cantonment,291454,126574,43.43,37122,29,41.21,-3.789999999999999,42.193333333333335,5.745696940609842,0.7149052929722075,0.03991994944175268,0.10672900428506502,0.23910388722420095,0.3431942916008419
2009,Maharashtra,Purandar,269509,176957,65.66,23469,9,38.43,,67.33,2.823526164213823,0.3811736590546999,0.0,0.05244831727017352,0.11778994440110795,0.17473812151602547
2014,Maharashtra,Purandar,299803,211623,70.59,45682,14,38.91,4.930000000000007,67.33,2.823526164213823,0.3811736590546999,0.0,0.05244831727017352,0.13117427168561935,0.1760765542444766
2019,Maharashtra,Purandar,362150,238061,65.74,96363,12,54.91,-4.8500000000000085,67.33,2.823526164213823,0.3811736590546999,0.051084895723615006,0.05244831727017352,0.15872007789171402,0.19415660358217057
2009,Maharashtra,Pusad,240260,151687,63.13,30840,11,50.85,,63.03333333333333,1.537281149735896,0.43821915383253673,0.0,0.028555715366376012,0.12056149257959536,0.19305495386424942
2014,Maharashtra,Pusad,281610,173055,61.45,65359,15,54.41,-1.6799999999999997,63.03333333333333,1.537281149735896,0.43821915383253673,0.017695386559932587,0.028555715366376012,0.1415646174981408,0.20046388232408374
2019,Maharashtra,Pusad,293635,189456,64.52,68187,12,47.05,3.069999999999993,63.03333333333333,1.537281149735896,0.43821915383253673,0.0,0.028555715366376012,0.1476725395572825,0.19576605856201815
2009,Maharashtra,Radhanagari,280707,212893,75.84,41722,7,40.79,,76.08999999999999,0.651996932508122,0.2648698884758365,0.0,0.012111147546205719,0.0852877319955732,0.11689895809913306
2014,Maharashtra,Radhanagari,308307,236857,76.83,87135,8,55.93,0.9899999999999949,76.08999999999999,0.651996932508122,0.2648698884758365,0.0,0.012111147546205719,0.09376115166014781,0.11774630006559053
2019,Maharashtra,Radhanagari,326756,247034,75.6,72037,13,42.86,-1.230000000000004,76.08999999999999,0.651996932508122,0.2648698884758365,0.012955550874236402,0.012111147546205719,0.09942514149318177,0.12219936431116485
2009,Maharashtra,Rahuri,240008,171044,71.27,27657,13,33.55,,70.41666666666667,1.4693649421887478,0.340192954505222,0.0,0.027294140089912582,0.09349346190536516,0.15088535601060782
2014,Maharashtra,Rahuri,272556,194212,71.26,41635,12,47.09,-0.009999999999990905,70.41666666666667,1.4693649421887478,0.340192954505222,0.00010532968190426486,0.027294140089912582,0.10632759881615461,0.15220036860625805
2019,Maharashtra,Rahuri,292663,201116,68.72,84016,8,54.31,-2.5400000000000063,70.41666666666667,1.4693649421887478,0.340192954505222,0.02675373920370767,0.027294140089912582,0.11425607340338712,0.16098773892152235
2009,Maharashtra,Rajapur,211245,139453,66.01,43043,7,52.04,,60.910000000000004,5.181852950441575,0.4664099840679766,0.0,0.0962553388159653,0.11263143786317911,0.21707820517670165
2014,Maharashtra,Rajapur,234159,142997,61.07,39062,8,53.33,-4.940000000000005,60.910000000000004,5.181852950441575,0.4664099840679766,0.05203286286075421,0.0962553388159653,0.12501899848349332,0.2339268200969593
2019,Maharashtra,Rajapur,237887,132392,55.65,47407,8,49.42,-5.420000000000002,60.910000000000004,5.181852950441575,0.4664099840679766,0.05708868759216349,0.0962553388159653,0.12703439631855187,0.235645107299888
2009,Maharashtra,Rajura,268075,180523,67.34,27633,14,34.05,,69.82666666666667,2.1550019334871475,0.3480261993273145,0.0,0.04003016744023764,0.10696827954209387,0.15791334117318273
2014,Maharashtra,Rajura,296699,210632,70.99,34417,16,31.44,3.6499999999999915,69.82666666666667,2.1550019334871475,0.3480261993273145,0.0,0.04003016744023764,0.11851501743429509,0.15906801496240283
2019,Maharashtra,Rajura,316018,224857,71.15,41358,13,26.79,0.1600000000000108,69.82666666666667,2.1550019334871475,0.3480261993273145,0.0,0.04003016744023764,0.12630817804565045,0.15984733102353837
2009,Maharashtra,Ralegaon,242260,157337,64.95,40418,15,47.43,,67.39333333333333,2.3871391524863674,0.3803328022658877,0.0,0.04434222470628989,0.10551765898555754,0.17155333174616885
2014,Maharashtra,Ralegaon,269688,182078,67.51,56141,10,55.26,2.5600000000000023,67.39333333333333,2.3871391524863674,0.3803328022658877,0.0,0.04434222470628989,0.11760901391568618,0.17276246723918173
2019,Maharashtra,Ralegaon,283514,197676,69.72,70243,14,45.95,2.2099999999999937,67.39333333333333,2.3871391524863674,0.3803328022658877,0.0,0.04434222470628989,0.12370406544200813,0.17337197239181393
2009,Maharashtra,Ramtek,237560,153576,64.65,27702,21,32.52,,66.52,2.036639388797139,0.39192777482740304,0.0,0.037831527889633315,0.10659939765574003,0.1749973552744619
2014,Maharashtra,Ramtek,247504,170019,68.69,26384,14,34.9,4.039999999999992,66.52,2.036639388797139,0.39192777482740304,0.0,0.037831527889633315,0.11111675246571155,0.17544909075545906
2019,Maharashtra,Ramtek,278654,184531,66.22,24413,10,36.54,-2.469999999999999,66.52,2.036639388797139,0.39192777482740304,0.02601643143037707,0.037831527889633315,0.12526755720531466,0.18466910065853248
2009,Maharashtra,Ratnagiri,237258,159562,67.25,60352,14,46.53,,63.75666666666666,5.159935400112423,0.42861568419189233,0.0,0.09584821008168336,0.11642801015954492,0.2022587167090481
2014,Maharashtra,Ratnagiri,265279,175588,66.19,40254,11,53.46,-1.0600000000000023,63.75666666666666,5.159935400112423,0.42861568419189233,0.011164946281862253,0.09584821008168336,0.13034895570636984,0.20700029514828924
2019,Maharashtra,Ratnagiri,281973,163066,57.83,87335,7,72.66,-8.36,63.75666666666666,5.159935400112423,0.42861568419189233,0.0880556140720455,0.09584821008168336,0.13864260207725934,0.23089686012243318
2009,Maharashtra,Raver,244991,153708,62.74,21536,16,35.21,,66.28666666666668,3.323707768943195,0.39502566825986885,0.0,0.06173942419528149,0.11084441881159329,0.18144259402416318
2014,Maharashtra,Raver,275136,183765,66.79,24691,15,35.89,4.050000000000004,66.28666666666668,3.323707768943195,0.39502566825986885,0.0,0.06173942419528149,0.12464691545567363,0.1828228436885712
2019,Maharashtra,Raver,293382,203396,69.33,38134,11,38.32,2.539999999999992,66.28666666666668,3.323707768943195,0.39502566825986885,0.0,0.06173942419528149,0.13300121480110041,0.18365827362311388
2009,Maharashtra,Risod,251309,159351,63.41,29963,13,32.15,,64.43666666666667,1.786906078486872,0.4195875376172773,0.0,0.03319261500896214,0.12080918634432355,0.18655445668313572
2014,Maharashtra,Risod,291327,184713,63.4,35706,16,44.3,-0.00999999999999801,64.43666666666667,1.786906078486872,0.4195875376172773,0.0001053296819043397,0.03319261500896214,0.14027152413594263,0.18853228936686892
2019,Maharashtra,Risod,308878,205417,66.5,33259,17,34.02,3.1000000000000014,64.43666666666667,1.786906078486872,0.4195875376172773,0.0,0.03319261500896214,0.14880727031467986,0.18935426508017134
2009,Maharashtra,Sakoli,274830,202133,73.55,62915,14,60.44,,73.07333333333334,1.1702278980324101,0.3049212249955743,0.0,0.02173752977830175,0.09610709180702841,0.1359267051345929
2014,Maharashtra,Sakoli,296188,218970,73.93,25489,21,36.95,0.38000000000000966,73.07333333333334,1.1702278980324101,0.3049212249955743,0.0,0.02173752977830175,0.10365567218115415,0.13668156317200547
2019,Maharashtra,Sakoli,318804,228700,71.74,54532,16,41.63,-2.190000000000012,73.07333333333334,1.1702278980324101,0.3049212249955743,0.02306720033705511,0.02173752977830175,0.11164886881666436,0.14440104293667305
2009,Maharashtra,Sakri,284411,140386,49.36,22662,14,40.99,,57.47666666666667,7.08226187974812,0.5119932731456895,0.0,0.13155632229209796,0.16705923915430917,0.24781449763212632
2014,Maharashtra,Sakri,307595,191943,62.4,58605,11,38.95,13.04,57.47666666666667,7.08226187974812,0.5119932731456895,0.0,0.13155632229209796,0.18081769418581284,0.2491903431352767
2019,Maharashtra,Sakri,342992,208098,60.67,43599,10,36.6,-1.7299999999999969,57.47666666666667,7.08226187974812,0.5119932731456895,0.01822203496945436,0.13155632229209796,0.20182390677855508,0.2567575748853872
2009,Maharashtra,Sangamner,229249,153134,66.8,55376,11,63.14,,70.16333333333334,2.916339029216827,0.34355638166047076,0.0,0.05417235958723372,0.09013344507762337,0.1572703690893974
2014,Maharashtra,Sangamner,253927,182076,71.7,58805,10,56.88,4.900000000000006,70.16333333333334,2.916339029216827,0.34355638166047076,0.0,0.05417235958723372,0.09996053716106057,0.15825307829774113
2019,Maharashtra,Sangamner,270499,194733,71.99,62252,9,64.39,0.28999999999999204,70.16333333333334,2.916339029216827,0.34355638166047076,0.0,0.05417235958723372,0.10655971740284356,0.1589129963219194
2009,Maharashtra,Sangli,290587,170744,58.76,59457,9,45.33,,58.81,0.6364746656387791,0.49429102496016986,0.0,0.011822814189202002,0.16482154067780846,0.21656312688968918
2014,Maharashtra,Sangli,328663,195469,59.47,31405,19,41.18,0.7100000000000009,58.81,0.6364746656387791,0.49429102496016986,0.0,0.011822814189202002,0.1866363332892879,0.21874460615083713
2019,Maharashtra,Sangli,324197,188683,58.2,84249,12,49.63,-1.269999999999996,58.81,0.6364746656387791,0.49429102496016986,0.01337686960185376,0.011822814189202002,0.18407763847358072,0.22250179754982255
2009,Maharashtra,Sangole,252474,183524,72.69,62747,6,47.16,,72.91666666666667,0.20033305601754728,0.3070012391573729,0.0,0.0037212800840601907,0.08880748129403736,0.13242549980916493
2014,Maharashtra,Sangole,271376,198086,72.99,55076,15,47.64,0.29999999999999716,72.91666666666667,0.20033305601754728,0.3070012391573729,0.0,0.0037212800840601907,0.09553360627468364,0.13309811230722957
2019,Maharashtra,Sangole,294895,215468,73.07,94212,21,46.16,0.0799999999999983,72.91666666666667,0.20033305601754728,0.3070012391573729,0.0,0.0037212800840601907,0.10390265364638081,0.13393501704439928
2009,Maharashtra,Satara,290993,163605,56.22,105778,8,77.71,,58.44333333333333,1.9655618365580199,0.4991591432111878,0.0,0.03651122915896345,0.16667971617204588,0.22363387473347243
2014,Maharashtra,Satara,312474,187319,59.95,47813,9,52.3,3.730000000000004,58.44333333333333,1.9655618365580199,0.4991591432111878,0.0,0.03651122915896345,0.17910798307252354,0.22487670142352018
2019,Maharashtra,Satara,337831,199849,59.16,71427,7,59.05,-0.7900000000000063,58.44333333333333,1.9655618365580199,0.4991591432111878,0.008321044870444558,0.03651122915896345,0.1937787881465617,0.22884009539205735
2009,Maharashtra,Savner,248489,174957,70.41,72281,10,47.13,,69.19,1.177582268888248,0.35647902283590016,0.0,0.021874140651917263,0.10147355168630691,0.1571137924333742
2014,Maharashtra,Savner,270185,186711,69.1,64324,15,45.33,-1.3100000000000023,69.19,1.177582268888248,0.35647902283590016,0.01379818832947127,0.021874140651917263,0.11043814715177148,0.16214970847876203
2019,Maharashtra,Savner,311018,211672,68.06,82512,9,53.47,-1.039999999999992,69.19,1.177582268888248,0.35647902283590016,0.010954286918053424,0.021874140651917263,0.12730998189740728,0.16298372152990026
2009,Maharashtra,Sawantwadi,202926,131379,64.74,25648,5,48.28,,64.87,1.1007724560507461,0.4138343069569834,0.0,0.02044736250329485,0.0959447690816877,0.17921767219162113
2014,Maharashtra,Sawantwadi,220928,145874,66.03,41192,10,48.6,1.2900000000000063,64.87,1.1007724560507461,0.4138343069569834,0.0,0.02044736250329485,0.10457980789246124,0.18008117607269847
2019,Maharashtra,Sawantwadi,225302,143833,63.84,51160,10,48.52,-2.1899999999999977,64.87,1.1007724560507461,0.4138343069569834,0.02306720033705496,0.02044736250329485,0.10667788920333354,0.18721114430490218
