year,state_name,ac_name,total_electors,total_valid_votes,turnout,margin,num_candidates,winner_vote_share,turnout_change,avg_turnout,turnout_volatility,low_turnout_score,negative_trend_score,volatility_score,large_electorate_penalty,priority_score
2011,Assam,Gossalgaon,159906,131325,82.13,20945,9,36.2,,83.77333333333333,1.8777735042686388,0.16286068330677994,0.0,0.03488051988384154,0.02963728953890376,0.07508410625337067
2016,Assam,Gossalgaon,166083,142540,85.82,14263,7,31.93,3.6899999999999977,83.77333333333333,1.8777735042686388,0.16286068330677994,0.0,0.03488051988384154,0.030803322694416484,0.07520070956892194
2021,Assam,Gossalgaon,186872,155796,83.37,50890,11,45.19,-2.4499999999999886,83.77333333333333,1.8777735042686388,0.16286068330677994,0.025805772066568238,0.03488051988384154,0.034727665137342496,0.083334875433185
2011,Assam,Haflong,130390,66757,51.2,25488,4,57.04,,70.93333333333334,17.091861611109923,0.33333333333333326,0.0,0.3174893124346149,0.049255903050646796,0.20175678612532097
2016,Assam,Haflong,126413,102495,81.08,40838,4,50.77,29.879999999999995,70.93333333333334,17.091861611109923,0.33333333333333326,0.0,0.3174893124346149,0.04771933647523913,0.2016031294677802
2021,Assam,Haflong,148432,119518,80.52,48226,4,56.73,-0.5600000000000023,70.93333333333334,17.091861611109923,0.33333333333333326,0.00589846218664422,0.3174893124346149,0.05622666849030111,0.2042234013252797
2011,Assam,Hailakandi,131786,87250,66.21,15676,20,37.87,,74.29,7.011305156673759,0.28876792352628766,0.0,0.13023826801959856,0.043137826799446194,0.1458686056943794
2016,Assam,Hailakandi,145069,112993,77.89,23406,23,36.86,11.680000000000007,74.29,7.011305156673759,0.28876792352628766,0.0,0.13023826801959856,0.04758375216821021,0.1463131982312558
2021,Assam,Hailakandi,163559,128836,78.77,40720,13,55.15,0.8799999999999955,74.29,7.011305156673759,0.28876792352628766,0.0,0.13023826801959856,0.05377250170283692,0.1469320731847185
2011,Assam,Hajo,138141,108312,78.41,9065,8,30.77,,83.92,4.837571704894926,0.16091343600637265,0.0,0.08986015387825856,0.02522347289375299,0.08485975246757607
2016,Assam,Hajo,154525,135168,87.47,29580,16,40.76,9.060000000000002,83.92,4.837571704894926,0.16091343600637265,0.0,0.08986015387825856,0.028279303619746978,0.08516533554017547
2021,Assam,Hajo,176601,151665,85.88,27166,8,43.63,-1.5900000000000034,83.92,4.837571704894926,0.16091343600637265,0.01674741942279338,0.08986015387825856,0.03239676694415147,0.09060130769945393
2011,Assam,Hojai,204074,159124,77.97,27388,9,44.4,,82.37333333333333,4.040325894446303,0.18144804390157543,0.0,0.07505094058365866,0.04230897969005933,0.09182030364636783
2016,Assam,Hojai,225980,194147,85.91,55859,5,54.4,7.939999999999998,82.37333333333333,4.040325894446303,0.18144804390157543,0.0,0.07505094058365866,0.04691613040383594,0.0922810187177455
2021,Assam,Hojai,266814,222096,83.24,90284,5,56.64,-2.6700000000000017,82.37333333333333,4.040325894446303,0.18144804390157543,0.028123025068464313,0.07505094058365866,0.055504115076818406,0.10157672470558304
2011,Assam,Howraghat,108246,85057,78.58,27582,5,50.57,,80.31666666666666,2.9303981526975713,0.2087537617277394,0.0,0.05443351437241133,0.02548900692431321,0.09693710825800936
2016,Assam,Howraghat,117288,98170,83.7,21088,3,44.19,5.1200000000000045,80.31666666666666,2.9303981526975713,0.2087537617277394,0.0,0.05443351437241133,0.02767684843681193,0.09715589240925922
2021,Assam,Howraghat,132098,103922,78.67,31683,8,55.74,-5.030000000000001,80.31666666666666,2.9303981526975713,0.2087537617277394,0.05298082999789342,0.05443351437241133,0.031260340230674574,0.11340849058801353
2011,Assam,Jagiroad,178148,140958,79.12,34448,5,48.0,,82.57666666666667,3.1483381859853172,0.17874845105328363,0.0,0.05848185228286615,0.0363080136637917,0.08682655224426586
2016,Assam,Jagiroad,201643,171965,85.28,59032,7,54.98,6.159999999999997,82.57666666666667,3.1483381859853172,0.17874845105328363,0.0,0.05848185228286615,0.041175836704984474,0.08731333454838514
2021,Assam,Jagiroad,239043,199195,83.33,64424,4,53.54,-1.9500000000000028,82.57666666666667,3.1483381859853172,0.17874845105328363,0.020539287971350358,0.05848185228286615,0.048924573957191735,0.09424999466501097
2011,Assam,Jaleswar,119288,103740,86.97,28516,8,50.75,,91.33,3.7765195617128695,0.06253319171534777,0.0,0.07015061473846268,0.008435696003921241,0.039886969234223774
2016,Assam,Jaleswar,137108,128312,93.58,37806,8,43.65,6.609999999999999,91.33,3.7765195617128695,0.06253319171534777,0.0,0.07015061473846268,0.009727317728469947,0.04001613140667864
2021,Assam,Jaleswar,160319,149803,93.44,39993,8,50.75,-0.14000000000000057,91.33,3.7765195617128695,0.06253319171534777,0.001474615546661055,0.07015061473846268,0.01140968764140485,0.040626753061970444
2011,Assam,Jalukbari,167985,130132,77.47,77403,9,72.09,,81.57666666666667,3.7832041093936994,0.1920251371924233,0.0,0.07027478333375153,0.03674279761698395,0.09453929130541805
2016,Assam,Jalukbari,181941,154506,84.92,85935,10,76.62,7.450000000000003,81.57666666666667,3.7832041093936994,0.1920251371924233,0.0,0.07027478333375153,0.039849045359259726,0.09484991607964562
2021,Assam,Jalukbari,205206,168967,82.34,101911,5,77.39,-2.5799999999999983,81.57666666666667,3.7832041093936994,0.1920251371924233,0.02717505793132503,0.07027478333375153,0.04502723780151009,0.10352025270326817
2011,Assam,Jamunamukh,155977,122339,78.43,44303,12,50.08,,80.765,3.913033776155442,0.20280138077535836,0.0,0.07268643003272829,0.035982103376227106,0.09925604865431173
2014,Assam,Jamunamukh,155977,119280,76.47,25326,8,52.11,-1.960000000000008,80.765,3.913033776155442,0.20280138077535836,0.02064461765325477,0.07268643003272829,0.035982103376227106,0.10544943395028816
2016,Assam,Jamunamukh,182887,154087,84.25,28346,14,42.57,7.780000000000001,80.765,3.913033776155442,0.20280138077535836,0.0,0.07268643003272829,0.04230770228559892,0.0998886085452489
2021,Assam,Jamunamukh,223074,187182,83.91,118560,14,73.14,-0.3400000000000034,80.765,3.913033776155442,0.20280138077535836,0.003581209184748298,0.07268643003272829,0.05175425908124831,0.10190762698023835
2011,Assam,Jania,136939,114831,83.86,36014,9,52.23,,86.50666666666666,2.458807298942589,0.12657107452646488,0.0,0.04567349400038825,0.01966390336687127,0.06172951894735073
2016,Assam,Jania,173735,154131,88.72,51127,6,56.4,4.859999999999999,86.50666666666666,2.458807298942589,0.12657107452646488,0.0,0.04567349400038825,0.02506214254534999,0.0622693428651986
2021,Assam,Jania,212347,184615,86.94,144775,12,84.6,-1.7800000000000011,86.50666666666666,2.458807298942589,0.12657107452646488,0.018748683378976207,0.04567349400038825,0.030726802050715256,0.068460413829428
2011,Assam,Jonai,232669,184028,79.09,71341,4,52.89,,79.76,1.8484317677425872,0.2161444503451937,0.0,0.03433548342337556,0.05756321053191024,0.09908119787594362
2016,Assam,Jonai,251932,206216,81.85,49293,9,42.89,2.759999999999991,79.76,1.8484317677425872,0.2161444503451937,0.0,0.03433548342337556,0.06238918543877676,0.09956379536663026
2021,Assam,Jonai,312941,245158,78.34,110987,6,68.69,-3.509999999999991,79.76,1.8484317677425872,0.2161444503451937,0.03697071834843049,0.03433548342337556,0.07767381935317326,0.11218347426259906
2011,Assam,Jorhat,153959,104931,68.16,37970,4,64.85,,74.23,5.862397120632487,0.2895645246946361,0.0,0.10889676463554092,0.05069877956866593,0.14267504076182924
2016,Assam,Jorhat,163793,130809,79.86,54023,7,52.91,11.700000000000003,74.23,5.862397120632487,0.2895645246946361,0.0,0.10889676463554092,0.053999377352772784,0.14300510054023993
2021,Assam,Jorhat,187352,139896,74.67,54908,4,48.84,-5.189999999999998,74.23,5.862397120632487,0.2895645246946361,0.054666104908363156,0.10889676463554092,0.06190651414306904,0.16019564569177852
2011,Assam,Kalaigaon,142863,113845,79.69,24360,9,37.38,,82.10333333333334,3.2355885605764745,0.18503274915914303,0.0,0.060102568742482404,0.03001694419859901,0.08903530783201359
2016,Assam,Kalaigaon,154839,132816,85.78,17621,15,35.54,6.090000000000003,82.10333333333334,3.2355885605764745,0.18503274915914303,0.0,0.060102568742482404,0.03258543156791732,0.08929215656894543
2021,Assam,Kalaigaon,183248,148138,80.84,36842,14,41.05,-4.939999999999998,82.10333333333334,3.2355885605764745,0.18503274915914303,0.05203286286075414,0.060102568742482404,0.03867829710523896,0.10551130198090383
2011,Assam,Kaliabor,113771,90564,79.6,30120,7,49.56,,83.07333333333332,3.2203312459020896,0.1721543636041778,0.0,0.0598191569962499,0.022122661628920192,0.08303784300381312
2016,Assam,Kaliabor,121467,104407,85.96,37990,9,62.03,6.359999999999999,83.07333333333332,3.2203312459020896,0.1721543636041778,0.0,0.0598191569962499,0.02365833954837476,0.08319141079575856
2021,Assam,Kaliabor,149110,124746,83.66,42330,4,59.06,-2.299999999999997,83.07333333333332,3.2203312459020896,0.1721543636041778,0.02422582683800292,0.0598191569962499,0.0291742887073512,0.09101075376305709
2011,Assam,Kamalpur,144064,107958,74.94,14108,10,37.32,,81.32666666666667,5.657581933417613,0.1953443087272082,0.0,0.10509222687104432,0.031961669622267395,0.1023523358273189
2016,Assam,Kamalpur,158049,135470,85.71,36909,10,57.7,10.769999999999996,81.32666666666667,5.657581933417613,0.1953443087272082,0.0,0.10509222687104432,0.03512817535808073,0.10266898640090022
2021,Assam,Kamalpur,180410,150336,83.33,59461,4,53.93,-2.3799999999999955,81.32666666666667,5.657581933417613,0.1953443087272082,0.025068464293237787,0.10509222687104432,0.040191188211746935,0.11069582697423819
2011,Assam,Karimganj North,157832,108415,68.69,17770,13,41.53,,72.94,3.863612299390295,0.3066914498141263,0.0,0.0717684030187797,0.05507425469002808,0.1425376859984093
2016,Assam,Karimganj North,171548,130781,76.24,32503,15,34.63,7.549999999999997,72.94,3.863612299390295,0.3066914498141263,0.0,0.0717684030187797,0.05995005814278307,0.1430252663436848
2021,Assam,Karimganj North,198599,146745,73.89,26864,15,41.57,-2.3499999999999943,72.94,3.863612299390295,0.3066914498141263,0.024752475247524695,0.0717684030187797,0.0695662260634943,0.15141262571001332
2011,Assam,Karimganj South,144103,104544,72.55,23113,25,43.42,,76.76,3.80114456447002,0.25597450876261274,0.0,0.07060803566615063,0.04189337842513574,0.12070074848078881
2016,Assam,Karimganj South,160670,128442,79.94,41783,25,45.2,7.390000000000001,76.76,3.80114456447002,0.25597450876261274,0.0,0.07060803566615063,0.046808764514054385,0.12119228708968068
2021,Assam,Karimganj South,193186,150280,77.79,55255,15,59.16,-2.1499999999999915,76.76,3.80114456447002,0.25597450876261274,0.02264588160943745,0.07060803566615063,0.05645617768887654,0.12895079288999414
2011,Assam,Katigora,137422,102529,74.61,8916,9,32.41,,81.54333333333334,6.045108215187984,0.19246769339706127,0.0,0.11229070855484424,0.030009260176675278,0.10244614508746089
2016,Assam,Katigora,160960,135712,84.31,34538,14,44.04,9.700000000000003,81.54333333333334,6.045108215187984,0.19246769339706127,0.0,0.11229070855484424,0.03526028952619417,0.10297124802241278
2021,Assam,Katigora,189682,162577,85.71,75217,8,51.22,1.3999999999999915,81.54333333333334,6.045108215187984,0.19246769339706127,0.0,0.11229070855484424,0.04166780354509474,0.10361199942430284
2011,Assam,Katlicherra,146268,108910,74.46,31967,9,60.08,,79.57333333333334,5.61971826102816,0.2186227650911664,0.0,0.10438889147161873,0.03632892426569347,0.11195977675735966
2016,Assam,Katlicherra,158667,124831,78.67,31233,13,40.6,4.210000000000008,79.57333333333334,5.61971826102816,0.2186227650911664,0.0,0.10438889147161873,0.03947087295553425,0.11227397162634374
2021,Assam,Katlicherra,179800,153891,85.59,63867,14,51.83,6.920000000000002,79.57333333333334,5.61971826102816,0.2186227650911664,0.0,0.10438889147161873,0.044826046893949055,0.11280948902018521
2011,Assam,Khumtai,112769,86078,76.33,18389,7,47.77,,81.55666666666667,5.054802996490897,0.19229067091520602,0.0,0.0938953265807603,0.02448694582194425,0.09814402826442889
2016,Assam,Khumtai,120648,104267,86.42,38758,5,55.28,10.090000000000003,81.55666666666667,5.054802996490897,0.19229067091520602,0.0,0.0938953265807603,0.026243034167924298,0.0983196370990269
2021,Assam,Khumtai,141885,116233,81.92,31154,6,56.49,-4.5,81.55666666666667,5.054802996490897,0.19229067091520602,0.047398356856962295,0.0938953265807603,0.030976382080550063,0.11301247894737816
2011,Assam,Kokrajhar East,147500,112910,76.55,45904,5,66.13,,80.77,3.7155349547541596,0.20273499734466272,0.0,0.06901779718043667,0.033978331601709946,0.09829539153412342
2016,Assam,Kokrajhar East,165446,138229,83.55,40091,6,55.34,7.0,80.77,3.7155349547541596,0.20273499734466272,0.0,0.06901779718043667,0.038195427087921785,0.0987171010827446
2021,Assam,Kokrajhar East,187635,154255,82.21,60156,5,54.14,-1.3400000000000034,80.77,3.7155349547541596,0.20273499734466272,0.014114177375184363,0.06901779718043667,0.04340957685631332,0.10347276927213908
2011,Assam,Kokrajhar West,146968,119560,81.35,31503,4,57.58,,84.86666666666666,3.48543158494516,0.14834483979465396,0.0,0.06474351961303229,0.024771080944075114,0.07476374793487556
2016,Assam,Kokrajhar West,159579,140941,88.32,28454,10,45.71,6.969999999999999,84.86666666666666,3.48543158494516,0.14834483979465396,0.0,0.06474351961303229,0.026939479029549147,0.07498058774342296
2021,Assam,Kokrajhar West,183718,156032,84.93,58776,7,49.68,-3.3899999999999864,84.86666666666666,3.48543158494516,0.14834483979465396,0.03570676216557812,0.06474351961303229,0.031090058792078504,0.08610767436934932
2011,Assam,Laharighat,137765,108063,78.44,34498,5,49.55,,84.3,5.0788482946431905,0.15586829527349966,0.0,0.09434197922465339,0.02436470776900668,0.0836521847312312
2016,Assam,Laharighat,160723,139870,87.03,26406,5,41.4,8.590000000000003,84.3,5.0788482946431905,0.15586829527349966,0.0,0.09434197922465339,0.028512422534289865,0.08406695620775953
2021,Assam,Laharighat,186856,163369,87.43,30949,9,37.3,0.4000000000000057,84.3,5.0788482946431905,0.15586829527349966,0.0,0.09434197922465339,0.03323374973880008,0.08453908892821055
2011,Assam,Lahowal,118135,84981,71.94,19720,8,46.9,,79.06,6.96086919859869,0.22543813064259144,0.0,0.12930139654148956,0.030110207676507867,0.11904655233298529
2016,Assam,Lahowal,127644,109577,85.85,36375,7,53.86,13.909999999999997,79.06,6.96086919859869,0.22543813064259144,0.0,0.12930139654148956,0.03259493804243295,0.1192950253695778
2021,Assam,Lahowal,155165,123186,79.39,31321,6,48.13,-6.459999999999994,79.06,6.96086919859869,0.22543813064259144,0.06804297451021692,0.12930139654148956,0.03978625830751069,0.14042704974915063
2011,Assam,Lakhimpur,141363,110744,78.34,49424,7,47.46,,81.64333333333333,3.1443653307676107,0.1911400247831474,0.0,0.058408054641616115,0.030675374549925246,0.0912051582965747
2016,Assam,Lakhimpur,160183,135518,84.6,18269,14,33.88,6.259999999999991,81.64333333333333,3.1443653307676107,0.1911400247831474,0.0,0.058408054641616115,0.03484491606784458,0.09162211244836664
2021,Assam,Lakhimpur,190630,156298,81.99,54865,7,45.03,-2.6099999999999994,81.64333333333333,3.1443653307676107,0.1911400247831474,0.027491046977038126,0.058408054641616115,0.04159040122172821,0.10054397505686644
2011,Assam,Lakhipur,127350,94666,74.34,30078,8,54.9,,74.3625,1.0804744328303193,0.28780536378120014,0.0,0.020070317241481693,0.04151421890233653,0.12328763085101006
2014,Assam,Lakhipur,127350,93289,73.25,20950,5,41.98,-1.0900000000000034,74.3625,1.0804744328303193,0.28780536378120014,0.011480935327575346,0.020070317241481693,0.04151421890233653,0.12673191144928267
2016,Assam,Lakhipur,144183,109338,75.83,26845,7,55.0,2.5799999999999983,74.3625,1.0804744328303193,0.28780536378120014,0.0,0.020070317241481693,0.04712957694343894,0.1238491666551203
2021,Assam,Lakhipur,167561,124046,74.03,22138,6,44.61,-1.7999999999999972,74.3625,1.0804744328303193,0.28780536378120014,0.018959342742784886,0.020070317241481693,0.054928296142921634,0.13031684139790406
2011,Assam,Lumding,172650,125904,72.92,29917,9,31.33,,80.30333333333333,6.649498727974405,0.20893078420959466,0.0,0.12351754461943278,0.041107307245054577,0.11238655333222988
2016,Assam,Lumding,182377,156524,85.82,37843,6,46.05,12.899999999999991,80.30333333333333,6.649498727974405,0.20893078420959466,0.0,0.12351754461943278,0.04346289016054387,0.1126221116237788
2021,Assam,Lumding,212460,174579,82.17,74117,7,51.04,-3.6499999999999915,80.30333333333333,6.649498727974405,0.20893078420959466,0.03844533389509155,0.12351754461943278,0.05074807581353703,0.1248842303576056
2011,Assam,Mahmara,114995,85109,74.01,15734,8,47.71,,80.55333333333334,6.0312215457014435,0.20561161267480954,0.0,0.11203275718315618,0.026713785142245896,0.10732257502077966
2016,Assam,Mahmara,120182,103228,85.89,25395,12,47.5,11.879999999999995,80.55333333333334,6.0312215457014435,0.20561161267480954,0.0,0.11203275718315618,0.027949962922199943,0.10744619279877506
2021,Assam,Mahmara,138817,113497,81.76,26790,7,45.18,-4.1299999999999955,80.55333333333334,6.0312215457014435,0.20561161267480954,0.0435011586265009,0.11203275718315618,0.03239109901810196,0.12094065399631553
2011,Assam,Majuli,107837,85536,79.32,17190,4,46.36,,81.32,3.472765468614316,0.195432819968136,0.0,0.06450824058628879,0.02376986053568074,0.09345176215808024
2016,Assam,Majuli,114572,97761,85.33,18923,4,50.74,6.010000000000005,81.32,3.472765468614316,0.195432819968136,0.0,0.06450824058628879,0.025295500808119434,0.0936043261853241
2021,Assam,Majuli,133377,105782,79.31,43192,5,67.53,-6.019999999999996,81.32,3.472765468614316,0.195432819968136,0.06340846850642506,0.06450824058628879,0.02955528779003624,0.1130528454354433
2011,Assam,Mangaldoi,186789,144279,77.24,23723,5,45.36,,83.89333333333333,5.956528631118411,0.16126748097008314,0.0,0.11064530140833936,0.03437242332990676,0.0900732950026918
2016,Assam,Mangaldoi,200301,177736,88.73,47033,7,41.31,11.490000000000009,83.89333333333333,5.956528631118411,0.16126748097008314,0.0,0.11064530140833936,0.03689813333362485,0.09032586600306362
2021,Assam,Mangaldoi,237674,203711,85.71,84286,4,54.68,-3.0200000000000102,83.89333333333333,5.956528631118411,0.16126748097008314,0.031809563935117025,0.11064530140833936,0.043884024391126035,0.10056732428934885
2011,Assam,Mankachar,155178,140946,90.83,39600,8,45.86,,92.18333333333334,1.5602991166226232,0.05120375287661516,0.0,0.02898328485218085,0.009037422677744895,0.027181900388856723
2016,Assam,Mankachar,182791,171625,93.89,39868,8,31.57,3.0600000000000023,92.18333333333334,1.5602991166226232,0.05120375287661516,0.0,0.02898328485218085,0.010676247115275726,0.027345782832609807
2021,Assam,Mankachar,225736,207294,91.83,64833,8,60.72,-2.0600000000000023,92.18333333333334,1.5602991166226232,0.05120375287661516,0.021697914472298317,0.02898328485218085,0.01322502180363851,0.034110034643135584
2011,Assam,Margherita,158821,110484,69.57,33940,5,52.15,,77.12,7.171115673310539,0.25119490175252246,0.0,0.1332068230080061,0.0453963918656801,0.13165896448917824
2016,Assam,Margherita,163088,136740,83.84,51484,6,55.85,14.27000000000001,77.12,7.171115673310539,0.25119490175252246,0.0,0.1332068230080061,0.04663876058808277,0.1317832013614185
2021,Assam,Margherita,196637,153279,77.95,58500,6,56.52,-5.890000000000001,77.12,7.171115673310539,0.25119490175252246,0.06203918264166843,0.1332068230080061,0.05640680096021475,0.15137176019113222
2011,Assam,Mazbat,119628,91004,76.07,10970,9,27.77,,80.20666666666666,4.191018173825235,0.2102141972030448,0.0,0.07785012005619331,0.028440632531855494,0.10249976614564214
2016,Assam,Mazbat,132662,112032,84.45,26218,11,43.16,8.38000000000001,80.20666666666666,4.191018173825235,0.2102141972030448,0.0,0.07785012005619331,0.03161645930629952,0.10281734882308655
2021,Assam,Mazbat,160494,128556,80.1,26442,9,42.32,-4.3500000000000085,80.20666666666666,4.191018173825235,0.2102141972030448,0.04581841162839697,0.07785012005619331,0.038397923997593536,0.11724101878073505
2011,Assam,Moran,115307,82459,71.51,29493,5,57.17,,77.50333333333333,5.86454886017103,0.24610550539918563,0.0,0.10893673420247131,0.0320638949625784,0.12343593849642637
2016,Assam,Moran,121122,100811,83.23,36018,6,54.13,11.719999999999999,77.50333333333333,5.86454886017103,0.24610550539918563,0.0,0.10893673420247131,0.033722672301327306,0.12360181623030125
2021,Assam,Moran,143912,111921,77.77,23764,6,49.68,-5.460000000000008,77.50333333333333,5.86454886017103,0.24610550539918563,0.057510006319781,0.10893673420247131,0.04022371022911537,0.14150492191901434
2011,Assam,Moriani,104283,76178,73.05,24735,6,46.93,,78.82666666666667,5.903865965054877,0.22853602407505746,0.0,0.10966706778932754,0.02685466357966916,0.11603328954585541
2016,Assam,Moriani,106715,90548,84.85,20306,5,40.53,11.799999999999997,78.82666666666667,5.903865965054877,0.22853602407505746,0.0,0.10966706778932754,0.02749888518203016,0.11609771170609151
2021,Assam,Moriani,121962,95838,78.58,42806,3,49.36,-6.269999999999996,78.82666666666667,5.903865965054877,0.22853602407505746,0.06604171055403409,0.10966706778932754,0.031537720203082015,0.13631410837440694
2011,Assam,Morigaon,150856,116228,77.05,27721,7,48.02,,81.03666666666668,3.9075610466547217,0.19919454770755862,0.0,0.07258477152613269,0.03415980105665945,0.09761075349391594
2016,Assam,Morigaon,166503,141292,84.86,47520,7,57.09,7.810000000000002,81.03666666666668,3.9075610466547217,0.19919454770755862,0.0,0.07258477152613269,0.03777244844995964,0.09797201823324596
2021,Assam,Morigaon,192834,156582,81.2,36532,4,52.15,-3.6599999999999966,81.03666666666668,3.9075610466547217,0.19919454770755862,0.038550663576995964,0.07258477152613269,0.0438518642173903,0.11014515888308782
2011,Assam,Naharkatia,117116,85070,72.64,16218,8,41.58,,78.02,5.466982714441303,0.23924588422729687,0.0,0.10155175735635852,0.0316718372839376,0.11917588889058423
2016,Assam,Naharkatia,117877,98504,83.57,38494,6,46.75,10.929999999999993,78.02,5.466982714441303,0.23924588422729687,0.0,0.10155175735635852,0.031882868245422184,0.11919699198673268
2021,Assam,Naharkatia,142628,111036,77.85,21138,5,42.57,-5.719999999999999,78.02,5.466982714441303,0.23924588422729687,0.06024857804929428,0.10155175735635852,0.038746504681302286,0.13795792904510898
2011,Assam,Nalbari,158527,117569,74.16,15703,10,33.93,,82.62,7.327011669159537,0.17817312798725427,0.0,0.13610266394444542,0.03213904984405662,0.10170368896819645
2016,Assam,Nalbari,181219,157535,86.93,53044,11,62.93,12.77000000000001,82.62,7.327011669159537,0.17817312798725427,0.0,0.13610266394444542,0.03682537075459897,0.1021723210592507
2021,Assam,Nalbari,208003,180485,86.77,49457,7,58.84,-0.1600000000000108,82.62,7.327011669159537,0.17817312798725427,0.0016852749104698842,0.13610266394444542,0.042356765927698145,0.10323104304970157
2011,Assam,Naoboicha,156440,125425,80.17,7514,13,27.06,,84.8,4.115009112991126,0.14922995220392987,0.0,0.07643821625003706,0.02655726012242604,0.07763535014382197
2016,Assam,Naoboicha,184281,162236,88.04,25792,11,34.52,7.8700000000000045,84.8,4.115009112991126,0.14922995220392987,0.0,0.07643821625003706,0.0313729429529574,0.07811691842687511
2021,Assam,Naoboicha,224505,193501,86.19,31500,12,27.34,-1.8500000000000085,84.8,4.115009112991126,0.14922995220392987,0.01948599115230681,0.07643821625003706,0.03833052443980391,0.0846584739212518
2011,Assam,Nazira,112810,82827,73.42,33810,7,63.4,,79.2,5.018555569085592,0.22357939458311193,0.0,0.09322201368680652,0.028481983041418333,0.11092435887474791
2016,Assam,Nazira,119255,98321,82.45,33507,4,53.77,9.030000000000001,79.2,5.018555569085592,0.22357939458311193,0.0,0.09322201368680652,0.030152195593071026,0.11109138012991318
2021,Assam,Nazira,134782,110158,81.73,48808,5,47.56,-0.7199999999999989,79.2,5.018555569085592,0.22357939458311193,0.007583737097113955,0.09322201368680652,0.034175995482832296,0.11376888124802349
2011,Assam,Nowgong,158550,113841,71.8,22846,9,42.14,,79.35666666666667,6.652475729631288,0.22149938042131334,0.0,0.12357284381566229,0.03996018824202689,0.1173103397558605
2016,Assam,Nowgong,166796,140655,84.33,35404,8,47.43,12.530000000000001,79.35666666666667,6.652475729631288,0.22149938042131334,0.0,0.12357284381566229,0.04207724690234425,0.11752204562189222
2021,Assam,Nowgong,190312,155942,81.94,68006,10,52.01,-2.3900000000000006,79.35666666666667,6.652475729631288,0.22149938042131334,0.025173793975142203,0.12357284381566229,0.04811468947523082,0.12567792807172354
2011,Assam,Palasbari,130453,105872,81.16,16045,6,34.68,,84.18,3.4435301653971373,0.15746149761019634,0.0,0.06396518117424638,0.0232792230374675,0.07810555758267455
2016,Assam,Palasbari,138097,121435,87.93,48742,6,61.93,6.77000000000001,84.18,3.4435301653971373,0.15746149761019634,0.0,0.06396518117424638,0.02467434476243909,0.07824506975517172
2021,Assam,Palasbari,157994,131846,83.45,39670,7,51.81,-4.480000000000004,84.18,3.4435301653971373,0.15746149761019634,0.047187697493153616,0.06396518117424638,0.028305786018556274,0.09276452312872951
2011,Assam,Panery,125210,92365,73.77,31500,10,41.36,,77.27,3.7988945760576254,0.24920339883165155,0.0,0.07056624108049984,0.03532797706103995,0.11732740545486459
2016,Assam,Panery,132355,107613,81.31,15802,9,35.93,7.540000000000006,77.27,3.7988945760576254,0.24920339883165155,0.0,0.07056624108049984,0.03739180382424969,0.11753378813118556
2021,Assam,Panery,155661,119439,76.73,35852,6,60.82,-4.579999999999998,77.27,3.7988945760576254,0.24920339883165155,0.04824099431219716,0.07056624108049984,0.04412372076523866,0.13267927811894362
2011,Assam,Patacharkuchi,124993,88195,70.56,14064,10,34.96,,76.37666666666667,5.203674983445195,0.2610639051159497,0.0,0.09666069327131271,0.036943701983783384,0.12745207089902075
2016,Assam,Patacharkuchi,129785,104592,80.59,51976,8,61.72,10.030000000000001,76.37666666666667,5.203674983445195,0.2610639051159497,0.0,0.09666069327131271,0.03839374432917314,0.12759707513355972
2021,Assam,Patacharkuchi,145439,113414,77.98,62853,5,71.67,-2.6099999999999994,76.37666666666667,5.203674983445195,0.2610639051159497,0.027491046977038126,0.09666069327131271,0.043130589670310714,0.13631807376078495
2011,Assam,Patharkandi,142923,106456,74.48,32338,8,42.26,,77.30333333333334,2.453657134428795,0.24876084262701348,0.0,0.045577827289083564,0.04037253655628865,0.11265715616425097
2016,Assam,Patharkandi,155472,122694,78.92,30410,11,37.94,4.439999999999998,77.30333333333334,2.453657134428795,0.24876084262701348,0.0,0.045577827289083564,0.04399086664895368,0.11301898917351748
2021,Assam,Patharkandi,191958,150707,78.51,69091,15,49.66,-0.4099999999999966,77.30333333333334,2.453657134428795,0.24876084262701348,0.0043185169580787506,0.045577827289083564,0.05451109868026906,0.11536656746407264
2011,Assam,Raha,171707,129705,75.54,20209,6,43.51,,80.85000000000001,4.966155454675166,0.20167286245353144,0.0,0.09224865708737984,0.03945887225294985,0.10306476362418354
2016,Assam,Raha,189298,161627,85.38,36715,3,47.6,9.83999999999999,80.85000000000001,4.966155454675166,0.20167286245353144,0.0,0.09224865708737984,0.04357089053344036,0.10347596545223259
2021,Assam,Raha,219097,178849,81.63,70837,7,50.05,-3.75,80.85000000000001,4.966155454675166,0.20167286245353144,0.039498630714135244,0.09224865708737984,0.05053661350202298,0.11602212696333143
2011,Assam,Rangapara,133656,100105,74.9,23526,10,40.32,,80.31,5.430110496113312,0.20884227296866686,0.0,0.10086683867919796,0.03165073483412167,0.10687535040671851
2016,Assam,Rangapara,136999,117485,85.76,22991,10,43.92,10.86,80.31,5.430110496113312,0.20884227296866686,0.0,0.10086683867919796,0.03245996457095528,0.10695627338040188
2021,Assam,Rangapara,164331,131909,80.27,41720,7,53.2,-5.490000000000009,80.31,5.430110496113312,0.20884227296866686,0.05782599536549409,0.10086683867919796,0.03907613781867779,0.12496568931482235
